Product Name,Asset ID,GLB Link,Status,Status Code,Error,Response Time (ms)
"Persol - PO3171S 96/Q8 5220",cbabbac7-812b-4291-89be-9c40b3613245,"https://synsam.b-cdn.net/KTX/84107.glb",success,200,"",149
"Ray-Ban Thalia - 0RB2195 1326GE 5118",7c69431f-7cd6-4964-bb48-f4d85c21ebaf,"https://synsam.b-cdn.net/KTX/84221.glb",success,200,"",146
"Ray-Ban - 0RB3548 002/71 5121",116197e0-2436-42d6-8883-0a50ebb8b793,"https://synsam.b-cdn.net/KTX/84243.glb",success,200,"",145
"Ray-Ban Thalia - 0RB2195 1327GF 5518",8c9165f0-c659-45a5-9736-125d51b1214e,"https://synsam.b-cdn.net/KTX/84199.glb",success,200,"",143
"Fendi - FF 0388 HKZ 5317",8e3c44f3-79c4-441b-a10e-32aa69f14975,"https://synsam.b-cdn.net/KTX/82596.glb",success,200,"",142
"Ray-Ban State Side - 0RB4356 601/B1 5817",2fcdc93b-e862-433f-86c6-c9c899f7b534,"https://synsam.b-cdn.net/KTX/84193.glb",success,200,"",142
"Ray-Ban Meteor - RB2168 13323F 5020",25409b57-9694-4c46-ad28-78dd405a3b41,"https://synsam.b-cdn.net/KTX/84282.glb",success,200,"",142
"Ray-Ban Aviator Large Metal - 0RB3025 9224T5 5514",09f7ac36-3358-4963-b848-7303c1181d48,"https://synsam.b-cdn.net/KTX/84269.glb",success,200,"",141
"Ray-Ban Laramie - RB2201 954/57 5420",409e17b0-e205-41b9-bd5d-aa66a7c1eab0,"https://synsam.b-cdn.net/KTX/84234.glb",success,200,"",148
"Persol - PO9649S 24/57 5518",128dafed-0ddb-48de-a411-697ee6c0b6db,"https://synsam.b-cdn.net/KTX/84076.glb",success,200,"",149
"Ray-Ban Thalia - 0RB2195 901/31 5518",e743106b-cb0e-4aa1-8dc3-97f8e65b0529,"https://synsam.b-cdn.net/KTX/84233.glb",success,200,"",132
"Ray-Ban Round Full Color - RB3447JM 91963E 5021",a0880dd1-2f9b-4ea9-a8bc-9e8a1a40ca2d,"https://synsam.b-cdn.net/KTX/83994.glb",success,200,"",140
"Ray-Ban - 0RB3548 003/BL 5121",19d5024a-c63d-46b3-8e84-8fccd078b161,"https://synsam.b-cdn.net/KTX/84239.glb",success,200,"",136
"Ray-Ban Erika Metal - RB3539 002/Q6 5419",38e3e746-a7fb-4fb1-a8ac-55cb54f135a1,"https://synsam.b-cdn.net/KTX/83995.glb",success,200,"",144
"Ray-Ban State Side - RB4356 6548B3 5817",37407958-6743-4592-ab2c-7c6028e5f4a2,"https://synsam.b-cdn.net/KTX/84208.glb",success,200,"",139
"Ray-Ban Thalia - 0RB2195 1326GE 5518",3674b9c3-0d40-48f9-b1bd-1f7525e75a35,"https://synsam.b-cdn.net/KTX/84224.glb",success,200,"",145
"Ray-Ban Orion - RB2199 901/31 5222",d7a7c9d7-3bf3-4dd1-b6ad-e3b8e92c9b76,"https://synsam.b-cdn.net/KTX/84250.glb",success,200,"",146
"Ray-Ban Orion - RB2199 133371 5222",dba002d1-a2d0-416a-9520-5065d4443818,"https://synsam.b-cdn.net/KTX/84248.glb",success,200,"",145
"Ray-Ban Clubmaster - RB3016 13353F 4921",23fc62d1-4829-4cb4-bfab-0718eb42941b,"https://synsam.b-cdn.net/KTX/84285.glb",success,200,"",135
"Ray-Ban Jack - RB3565 001/GD 5320",9b13e0bc-471d-4e84-bb9f-2749cc822f14,"https://synsam.b-cdn.net/KTX/84035.glb",success,200,"",144
"Ray-Ban State Side - RB4356 6549GE 5817",51afdd58-ec47-471d-b781-bb176550b55c,"https://synsam.b-cdn.net/KTX/84209.glb",success,200,"",142
"Ray-Ban State Side - RB4356 654531 5817",fd417859-a341-4526-b6c7-0f9b97e18ed6,"https://synsam.b-cdn.net/KTX/84205.glb",success,200,"",147
"Ray-Ban Thalia - 0RB2195 1327GF 5318",73ad7b0b-011c-4553-b9be-bfe34680c065,"https://synsam.b-cdn.net/KTX/84198.glb",success,200,"",148
"Prada - PR02WS 03M5S0 5419",40fd42a1-0b83-4aed-8520-0b644a851a13,"https://synsam.b-cdn.net/KTX/83585.glb",timeout,,"Request timeout",5019
"Ray-Ban Aviator Large Metal - 0RB3025 9220T4 5814",ea766499-9ea3-4ed8-a2ae-9e03d613f6c0,"https://synsam.b-cdn.net/KTX/84279.glb",success,200,"",143
"Ray-Ban - 0RB3548 003/BL 4821",70ee608f-5b26-4c05-b5ab-d848a96cebdd,"https://synsam.b-cdn.net/KTX/84238.glb",success,200,"",143
"Ray-Ban Aviator Large Metal - 0RB3025 9220T4 6214",468d84c3-0877-4821-90ab-6c18ed3fedeb,"https://synsam.b-cdn.net/KTX/84280.glb",success,200,"",152
"Persol - PO3166S 24/31 5122",9858252b-b8c1-4acb-9f34-3677f58679eb,"https://synsam.b-cdn.net/KTX/84078.glb",success,200,"",149
"Ray-Ban Aviator Large Metal - 0RB3025 9221T2 6214",09c8a2f9-08a5-4448-bc88-e995fbf81132,"https://synsam.b-cdn.net/KTX/84277.glb",success,200,"",151
"Ray-Ban Thalia - 0RB2195 1328GD 5118",bc7059bf-8ace-4fd5-892b-c0404e15e768,"https://synsam.b-cdn.net/KTX/84194.glb",success,200,"",141
"Ai Vintage Pilot C4 59-17",e8b8ae24-842e-42a2-acb2-85d2684fd5e4,"https://synsam.b-cdn.net/KTX/85234-1008.glb",success,200,"",151
"Dolce & Gabbana - DG3343 3320 5316",f4b2e786-3acd-4f3a-9bc8-09a4b5194075,"https://synsam.b-cdn.net/KTX/85640.glb",success,200,"",143
"Alexander McQueen - AM0312O 003 5617",f69391ee-fd25-4f8a-bf79-6dd53b206c40,"https://synsam.b-cdn.net/KTX/85667.glb",success,200,"",151
"Fellepini - S42 C7 5719",74649b3d-ffcc-48ee-bb7b-dd5f51ee8d27,"https://synsam.b-cdn.net/KTX/85063.glb",success,200,"",133
"Eco - CHERRY PRSM 5121",f741226d-7a85-44f3-bbab-36b264b1f087,"https://synsam.b-cdn.net/KTX/85576.glb",success,200,"",141
"Ray-Ban Clubmaster Square - RB3916 133751 5221",a31f65d3-85c6-49e6-bf56-b83e788d26c2,"https://synsam.b-cdn.net/KTX/84293.glb",success,200,"",149
"Ray-Ban - RB8064 9208S2 5317",2b5e2bbe-2963-45ed-b523-2cdb05208d86,"https://synsam.b-cdn.net/KTX/84192.glb",success,200,"",146
"Ray-Ban - RB8064 9207AL 5317",ca3fe5a9-e901-4779-847b-dfb9070cf013,"https://synsam.b-cdn.net/KTX/84191.glb",success,200,"",148
"Ray-Ban Aviator Large Metal - 0RB3025 9225T1 5514",c30bc332-b04f-4b67-b8ca-35164d49945c,"https://synsam.b-cdn.net/KTX/84266.glb",success,200,"",147
"Ray-Ban Aviator Large Metal - 0RB3025 9222T3 5814",b179d56c-4a02-4331-9783-6abc11937d37,"https://synsam.b-cdn.net/KTX/84273.glb",success,200,"",146
"Ray-Ban Thalia - 0RB2195 901/58 5518",f3b61228-e5e8-4453-91bd-c50d5d8eb966,"https://synsam.b-cdn.net/KTX/84227.glb",success,200,"",140
"Ray-Ban Laramie - RB2201 901/31 5420",191c2f6f-0fd2-487c-a97a-8efcf510d0ba,"https://synsam.b-cdn.net/KTX/84226.glb",success,200,"",152
"Ray-Ban Aviator Large Metal - 0RB3025 9225T1 5814",d18114e9-c920-4c81-8483-5855cf23a640,"https://synsam.b-cdn.net/KTX/84258.glb",success,200,"",151
"Ray-Ban Orion - RB2199 954/33 5222",4ed7e5ef-f285-43e0-972a-27e60ce2a190,"https://synsam.b-cdn.net/KTX/84257.glb",success,200,"",146
"Ray-Ban Aviator Large Metal - 0RB3025 9221T2 5514",565d30cb-23a6-4b8d-a29a-7859535621f4,"https://synsam.b-cdn.net/KTX/84278.glb",success,200,"",152
"D. Arnesen - O18 C27 5419",a01ae9c5-a50c-4fc6-9663-b42ec37ed7fb,"https://synsam.b-cdn.net/KTX/85074.glb",success,200,"",147
"Ray-Ban Jack - RB3565 004/GF 5320",27b50869-4658-4dfa-a039-9e5869f42916,"https://synsam.b-cdn.net/KTX/84049.glb",success,200,"",144
"Ray-Ban State Side - RB4356 6550GF 5817",a2f7e84b-3695-4db1-bb77-56214d29382a,"https://synsam.b-cdn.net/KTX/84210.glb",success,200,"",144
"Ray-Ban Orion - RB2199 901/58 5222",ae62cc8f-49ec-491e-994c-701003f2ba9e,"https://synsam.b-cdn.net/KTX/84253.glb",success,200,"",147
"Ray-Ban - 0RB3548 002/71 4821",782c6600-c4b5-498a-b460-365b3b3e327b,"https://synsam.b-cdn.net/KTX/84242.glb",success,200,"",148
"Guess - GU9176 072 4816",5799a530-5ce0-4d43-9c4d-4dd5e4bc9be2,"https://synsam.b-cdn.net/KTX/82426.glb",success,200,"",144
"Ray-Ban Thalia - 0RB2195 902/57 5518",43c3069b-1f42-4edb-9cfd-8528eb3aa4ac,"https://synsam.b-cdn.net/KTX/84235.glb",success,200,"",146
"Ray-Ban State Side - RB4356 6547B4 5817",964a8bea-d31d-472e-b083-b9ccaa6134fe,"https://synsam.b-cdn.net/KTX/84207.glb",success,200,"",142
"Ray-Ban - RB8063 9205AN 5516",4edcf3cd-cef9-4f2a-9139-421bada713e1,"https://synsam.b-cdn.net/KTX/84185.glb",success,200,"",148
"Ray-Ban Laramie - RB2201 133451 5420",f356fc36-0c38-4923-9e4c-5f9abe30a1b7,"https://synsam.b-cdn.net/KTX/84225.glb",success,200,"",145
"Ray-Ban Laramie - RB2201 901/58 5420",7542d7f2-f099-4e04-ae2e-05ea982efb54,"https://synsam.b-cdn.net/KTX/84228.glb",success,200,"",132
"Persol - PO3256S 109956 5120",efbc1bc2-7e90-4e6d-85f7-63f3bf92b088,"https://synsam.b-cdn.net/KTX/84109.glb",success,200,"",144
"Ray-Ban - RB8062 92083R 5118",51e9fdef-e507-495c-b4a3-c3bcd7f939a8,"https://synsam.b-cdn.net/KTX/84202.glb",success,200,"",144
"Ray-Ban Thalia - 0RB2195 1326GE 5318",d86e743b-0a73-406e-8845-a89e936fcdb0,"https://synsam.b-cdn.net/KTX/84223.glb",success,200,"",139
"Ray-Ban - RB8063 9208K8 5516",c55b825a-8770-4da3-bee1-f774389ae8d3,"https://synsam.b-cdn.net/KTX/84187.glb",success,200,"",140
"Persol - PO649 24/31 52",7e3e059e-500b-447b-bf4d-bfe0153ff41b,"https://synsam.b-cdn.net/KTX/75619.glb",success,200,"",141
"Ray-Ban - 0RB3548 001/51 4821",701a3912-6ebf-46d6-86b9-5723acd52a16,"https://synsam.b-cdn.net/KTX/84245.glb",success,200,"",151
"Ray-Ban Powderhorn - RB4357 601/B1 5817",92d34b9b-bfca-4fb1-87fe-1c3281a051f5,"https://synsam.b-cdn.net/KTX/83841.glb",success,200,"",148
"Ray-Ban Clubmaster Square - RB3916 133671 5221",53549ac9-3bdb-4f9a-8743-ba1b1306eb78,"https://synsam.b-cdn.net/KTX/84292.glb",success,200,"",135
"Ray-Ban - RB8066 004/4L 5818",d90eaacc-c841-4c75-a053-6448202c7665,"https://synsam.b-cdn.net/KTX/83867.glb",success,200,"",138
"Ray-Ban Aviator Large Metal - 0RB3025 9225T1 6214",24c2e35d-a8fc-4e7e-a187-e1cbebdc981c,"https://synsam.b-cdn.net/KTX/84261.glb",success,200,"",147
"Ray-Ban - RB8064 9206K8 5317",86521984-1131-4180-9013-62a9dfa997f6,"https://synsam.b-cdn.net/KTX/84190.glb",success,200,"",146
"Ray-Ban Thalia - 0RB2195 1327GF 5118",5bb84dda-ae2e-41f0-b130-45b54b1658a2,"https://synsam.b-cdn.net/KTX/84197.glb",success,200,"",138
"Ray-Ban Aviator Large Metal - 0RB3025 9222T3 5514",04f11212-75e6-4dfa-82ef-12acbce4b8bb,"https://synsam.b-cdn.net/KTX/84275.glb",success,200,"",139
"Ray-Ban Clubmaster - RB3016 133751 5121",38bf1b13-c541-4bd0-81d0-a953e258b8f8,"https://synsam.b-cdn.net/KTX/84290.glb",success,200,"",137
"Ray-Ban - RB8062 9205S2 5118",a6e409fa-ef6d-4c40-a3fd-8c70201a6ead,"https://synsam.b-cdn.net/KTX/84200.glb",success,200,"",142
"Ray-Ban - 0RB3548 001/51 5121",fddb4574-0f4c-40f3-8685-f03f0eb20a32,"https://synsam.b-cdn.net/KTX/84247.glb",success,200,"",135
"Ray-Ban Clubmaster Square - RB3916 13353F 5221",b24ff3fa-e13d-4732-be38-66cfcd2bcbd4,"https://synsam.b-cdn.net/KTX/84291.glb",success,200,"",144
"Ray-Ban - RB8063 9209S2 5516",5924eb7a-89e7-44c8-8e04-5f186a4961b6,"https://synsam.b-cdn.net/KTX/84188.glb",success,200,"",135
"Ray-Ban Orion - RB2199 902/B1 5222",bbd710ff-6250-4a6f-b45c-f1eded2294a2,"https://synsam.b-cdn.net/KTX/84256.glb",success,200,"",143
"Ray-Ban Clubmaster - RB3016 133751 4921",61856186-7107-4389-a357-3555f03492b2,"https://synsam.b-cdn.net/KTX/84289.glb",success,200,"",143
"Ray-Ban Aviator Large Metal - 0RB3025 9224T5 5814",d4c64e56-b66f-4d03-8807-824e05caa621,"https://synsam.b-cdn.net/KTX/84267.glb",success,200,"",141
"Ray-Ban Aviator Large Metal - 0RB3025 9223BL 6214",ab1221d3-aa66-4cd5-8201-65336d0ab73d,"https://synsam.b-cdn.net/KTX/84271.glb",success,200,"",142
"Ray-Ban - 0RB3548 002/71 5421",d3d204d6-159f-4eda-b9fe-3f18f01b690a,"https://synsam.b-cdn.net/KTX/84244.glb",success,200,"",140
"Ray-Ban Laramie - RB2201 902/B1 5420",7225331d-4d8d-4ae1-93f3-228caf99732c,"https://synsam.b-cdn.net/KTX/84230.glb",success,200,"",145
"Ray-Ban - RB8062 9209P1 5118",e69f42f4-aee8-47dd-94e4-81e68b708f4e,"https://synsam.b-cdn.net/KTX/84203.glb",success,200,"",148
"Ray-Ban Aviator Large Metal - 0RB3025 9220T4 5514",66539303-50b8-4032-80ba-50bd27f91b18,"https://synsam.b-cdn.net/KTX/84281.glb",success,200,"",151
"Ray-Ban - 0RB3548 003/BL 5421",3d5af99e-1524-48d5-8a86-03cef0b66553,"https://synsam.b-cdn.net/KTX/84240.glb",success,200,"",150
"Ray-Ban - RB8062 9207AL 5118",d3a057f7-ef15-4cd7-8fea-65a01cbf65ff,"https://synsam.b-cdn.net/KTX/84201.glb",success,200,"",148
"Ray-Ban Orion - RB2199 902/57 5222",ae15fa97-ab68-421c-bcf2-53e1727a69c0,"https://synsam.b-cdn.net/KTX/84255.glb",success,200,"",153
"Ray-Ban Laramie - RB2201 954/33 5420",f1378469-a4a3-4d9d-a0f1-6271c6bd5abf,"https://synsam.b-cdn.net/KTX/84232.glb",success,200,"",152
"Ray-Ban Wayfarer II - RB2185 13323F 5518",8894ec09-43ec-4024-8964-d7f95eeb96bc,"https://synsam.b-cdn.net/KTX/84259.glb",success,200,"",146
"Ray-Ban State Side - RB4356 954/33 5817",a82aa955-374d-4e8a-88cd-9318ea816942,"https://synsam.b-cdn.net/KTX/84212.glb",success,200,"",144
"Ray-Ban Aviator Large Metal - 0RB3025 9222T3 6214",dc6dd1a4-5e8e-48c5-9ded-4e437da59cdc,"https://synsam.b-cdn.net/KTX/84274.glb",success,200,"",145
"Ray-Ban Hexagonal Washed Evolve - RB3548N 91310X 5421",ac121559-93a2-4697-a611-1bfe8c1dce84,"https://synsam.b-cdn.net/KTX/80886.glb",success,200,"",144
"Sportmax - SM0015 48E 5516",f34c19d0-33ca-4f0c-98d6-0fa0d6723206,"https://synsam.b-cdn.net/KTX/84140.glb",success,200,"",141
"Fellepini  - S35 C2 5522",5cee733d-6607-4bd7-9e5a-f545790f51c1,"https://synsam.b-cdn.net/KTX/79621.glb",success,200,"",148
"Saint Laurent - SL 318 001 5617",0176e729-3040-4d2f-9d34-f091137d6ab4,"https://synsam.b-cdn.net/KTX/84054.glb",success,200,"",150
"Fellepini x Sea2See - Baltic C12 5717",2eae8551-ed1b-48d4-a178-5b7274e0a45a,"https://synsam.b-cdn.net/KTX/79516.glb",success,200,"",143
"Ray-Ban - RB4354 642411 4922",8b8bc7b5-a315-41a1-a308-5f04396b6663,"https://synsam.b-cdn.net/KTX/80548.glb",success,200,"",148
"Bliz - Smoke w blue multi Drift Matt White",0ffe2313-e26f-4a8c-92b9-2004af5eea80,"https://synsam.b-cdn.net/KTX/79722.glb",success,200,"",140
"Tom Ford - FT0757 16P 5916",e9e419f8-da03-4d5b-8ef0-788f9b1ffb66,"https://synsam.b-cdn.net/KTX/84147.glb",success,200,"",141
"Ray-Ban - RB4323 644732 5120",b6b27272-a80f-494f-afd6-987b8249f341,"https://synsam.b-cdn.net/KTX/80080.glb",success,200,"",141
"Sportmax - SM0001 01A",ae5faaaf-247c-43ad-a0fe-bead3b840887,"https://synsam.b-cdn.net/KTX/84136.glb",success,200,"",136
"Oakley Turbine Rotor - Prizm Black Polarized OO9307-1532",116ba6c3-863e-4367-8da9-b89bed1ee9de,"https://synsam.b-cdn.net/KTX/81207.glb",success,200,"",142
"Tom Ford - FT0773 28A 5817",d46ae669-7730-4298-9f75-cdea415b4e5c,"https://synsam.b-cdn.net/KTX/84142.glb",success,200,"",141
"Tom Ford - FT0768 025 6016",dbcff998-5f00-4054-b059-0a4d9b0c21ff,"https://synsam.b-cdn.net/KTX/84135.glb",success,200,"",144
"Fellepini - S17 C12 5817",4bc04e5a-c598-4cdd-b2b8-2a3d0fcebba3,"https://synsam.b-cdn.net/KTX/77842.glb",success,200,"",150
"Oakley Pitchman - OX805001",ec94a647-d796-499c-93af-075c38fff1da,"https://synsam.b-cdn.net/KTX/75836.glb",success,200,"",141
"Tom Ford - FT0613 52B 5222",843c9e35-6a6c-4b9d-8162-07361a66cc0f,"https://synsam.b-cdn.net/KTX/84133.glb",success,200,"",142
"Ray-Ban - RB4258 710/11 50",e9173b71-eb65-4393-b18a-5363dbbad7fa,"https://synsam.b-cdn.net/KTX/79788.glb",success,200,"",134
"Ray-Ban Wayfarer II - RB2185 133451 5518",5987dd60-6065-434a-a14b-3150250ffc76,"https://synsam.b-cdn.net/KTX/84264.glb",success,200,"",155
"Ray-Ban Wayfarer II - RB2185 133371 5218",9e086647-ab72-41d0-a519-a0db24848a74,"https://synsam.b-cdn.net/KTX/84263.glb",success,200,"",146
"Oakley Sylas - Prizm Black OO9448-0357",3bb74db5-762c-4853-a960-42857cdd22d8,"https://synsam.b-cdn.net/KTX/81413.glb",success,200,"",152
"Ray-Ban - RB4259 710/11 51",b1b704a7-87ae-414a-b655-e4507fc2cb0f,"https://synsam.b-cdn.net/KTX/80629.glb",success,200,"",154
"Oakley Turbine Rotor - Prizm Grey Polarized OO9307-2832",353696ab-4d0a-4410-b284-31fb7644b1bc,"https://synsam.b-cdn.net/KTX/81752.glb",success,200,"",146
"Ray-Ban - RB4203 710/13 51",68f6f376-80aa-442f-ac89-96d72c2ee733,"https://synsam.b-cdn.net/KTX/75493.glb",success,200,"",151
"Sportmax - SM0039 01A 5417",e6cb6836-0be7-4b5e-a382-5619486eb62d,"https://synsam.b-cdn.net/KTX/84141.glb",success,200,"",143
"Ray-Ban Wayfarer II - RB2185 133371 5518",8b76b6c6-39f8-4200-b593-bd054a6841d6,"https://synsam.b-cdn.net/KTX/84262.glb",success,200,"",143
"Ray-Ban Clubmaster - RB3016 901/58 51",e3cdd51d-f71b-4473-b990-461eae976b09,"https://synsam.b-cdn.net/KTX/79969.glb",success,200,"",142
"Ray-Ban - RB4387 639980 5618",27a82071-6761-48cb-8539-1b6d5ff3c1b2,"https://synsam.b-cdn.net/KTX/80840.glb",success,200,"",141
"Fellepini - S16 C27 5815",e73abbc4-ccb3-410d-83c4-9c696cc7e153,"https://synsam.b-cdn.net/KTX/77841.glb",success,200,"",140
"Moschino - MOS004/S BSC 991",363db8d8-686a-49ff-a7d3-730d2de71ba0,"https://synsam.b-cdn.net/KTX/79173.glb",success,200,"",141
"Ray-Ban Hexagonal Flat Lenses - RB3548N 9069A5 4821",b3847430-1a07-4c3f-b56f-a2ecaecf6e55,"https://synsam.b-cdn.net/KTX/80369.glb",success,200,"",141
"Oakley Reverie - Tungsten Iridium Polarized OO9362-0555",30177267-ca54-4191-a714-52130b801792,"https://synsam.b-cdn.net/KTX/81209.glb",success,200,"",146
"Ray-Ban - RB4313 601/9A 5819",92d9fa57-2530-4a0e-8070-37abdc8583db,"https://synsam.b-cdn.net/KTX/78409.glb",success,200,"",147
"Oakley Fuel Cell - Prizm Ruby Polarized OO9096-K060",a7d5c05d-c03b-41f2-b069-1b7aff2908fb,"https://synsam.b-cdn.net/KTX/81087.glb",success,200,"",145
"Ray-Ban Hexagonal Washed Evolve - RB3548N 91314I 5121",9455b51b-ffd4-45c9-b35c-eb2794078f3c,"https://synsam.b-cdn.net/KTX/80891.glb",success,200,"",150
"Ray-Ban Clubround - RB4246 990 51",3cc84fda-d471-47fd-8ce4-f2d8dd7da9b7,"https://synsam.b-cdn.net/KTX/75497.glb",success,200,"",152
"Ray-Ban Clubmaster - RB3016 W0365 51",196a0e22-76a0-4284-8114-b9e10e5de4cf,"https://synsam.b-cdn.net/KTX/74676.glb",success,200,"",158
"Ray-Ban - RB4323 647551 5120",ed15ede9-4ae9-4631-aa93-ac0bbc961504,"https://synsam.b-cdn.net/KTX/79799.glb",success,200,"",155
"Ray-Ban - RB4318 601/71 5518",21df2b05-9867-49fd-ad1b-25b91d002a8d,"https://synsam.b-cdn.net/KTX/80801.glb",success,200,"",142
"Ray-Ban Cockpit - RB3362 001 59",4a13d0c0-1189-4c90-b780-9164d698d227,"https://synsam.b-cdn.net/KTX/74723.glb",success,200,"",157
"Oakley Turbine - Prizm Tungsten Polarized OO9263-4063",d9835c43-ebb6-4437-93af-062b8ea5e906,"https://synsam.b-cdn.net/KTX/81321.glb",success,200,"",149
"Ray-Ban Junior Aviator - RJ9506S 211/7E 50",cfcc33c6-b4b7-48d4-9e86-6ef4ac3dd9d8,"https://synsam.b-cdn.net/KTX/74841.glb",success,200,"",153
"Ray-Ban Hexagonal flat lenses - RB3548N 001/8O 48",36ae7d06-0687-4082-b28a-23373bb7fb23,"https://synsam.b-cdn.net/KTX/80394.glb",success,200,"",148
"Oakley Barrelhouse - OX317302",728e1d19-8440-46d6-b3d2-89e648c9907c,"https://synsam.b-cdn.net/KTX/75945.glb",success,200,"",148
"Fellepini x Sea2See - Mediterranean C4 5716",94b3deed-d938-4534-945b-2baf46f821cb,"https://synsam.b-cdn.net/KTX/79515.glb",success,200,"",153
"Fellepini x Sea2See - Baltic C3 5717",88a35398-3391-4d4c-89d2-2d7d0f24c312,"https://synsam.b-cdn.net/KTX/79517.glb",success,200,"",133
"Oakley Fives Squared - Grey OO9238-04",60aa4de0-25b0-4d35-90d3-331376774c25,"https://synsam.b-cdn.net/KTX/81122.glb",success,200,"",146
"Ray-Ban Clubround double bridge - RB4346 901 51",0141fae1-0b61-4f59-ad62-06b422179852,"https://synsam.b-cdn.net/KTX/80420.glb",success,200,"",146
"Ray-Ban Jackie Ohh - RB4101 731/81 58",c33edeb7-3b0a-40ed-920d-11e544b95bc0,"https://synsam.b-cdn.net/KTX/80623.glb",success,200,"",151
"Ray-Ban Hexagonal flat lenses - RB3548N 001/9O 48",8f5a6540-6173-4a6b-abf2-e2a4f04e625d,"https://synsam.b-cdn.net/KTX/80399.glb",success,200,"",151
"Ray-Ban - RB4323 6448Q8 5120",c40a9b20-c489-4e32-ac8d-6bd048fc9ba8,"https://synsam.b-cdn.net/KTX/80079.glb",success,200,"",145
"Fellepini - S29 C17",a17bc0ff-7f9c-48a3-b8b2-9b24140363c3,"https://synsam.b-cdn.net/KTX/78582.glb",success,200,"",148
"Ray-Ban Hexagonal Washed Evolve - RB3548N 91310X 5121",ab160226-2592-4f60-86c0-7a7a595820d8,"https://synsam.b-cdn.net/KTX/80887.glb",success,200,"",144
"Ray-Ban Aviator Metal II - RB3689 Solid Evolve 001/T3 5814",54c2cf32-b15a-4eac-920d-cf798e62cbd3,"https://synsam.b-cdn.net/KTX/79933.glb",success,200,"",141
"Fellepini x Sea2See - Adriatic C3 5019",2bec1968-e8df-435b-a02f-e14f38d76bad,"https://synsam.b-cdn.net/KTX/79519.glb",success,200,"",148
"Tom Ford - FT0769 52E 5915",9db18935-7e84-4811-acc8-2e76066479f7,"https://synsam.b-cdn.net/KTX/84113.glb",success,200,"",148
